ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,ip_proto,service,pcap_id,device_type,log_type,trans_depth,method,host,uri,version,request_body_len,response_body_len,status_code,status_msg,tags,resp_fuids,resp_mime_types,from_client,retain,qos,status,topic,payload,payload_len,auth_attempts,client,server,cipher_alg,mac_alg,compression_alg,kex_alg,host_key_alg,host_key,auth_success
1739478029.969747,CTuY5sOrPnp5tOTMk,192.168.1.19,60048,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/acceleration/orientation,Portrait Up,11.0,,,,,,,,,,
1739478029.989577,CvAZst2AFbEOOHh1G5,192.168.1.23,58397,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/flame,0,1.0,,,,,,,,,,
1739478029.991898,C3rvkW18HL3jpdPUj4,192.168.1.15,56304,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/sound/big,51,2.0,,,,,,,,,,
1739478029.993964,C3rvkW18HL3jpdPUj4,192.168.1.15,56304,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/sound/small,129,3.0,,,,,,,,,,
1739478030.069892,CsXQcN1DcwJIaxupL9,192.168.1.11,49463,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/water,3,1.0,,,,,,,,,,
1739478030.352764,CN2Bhn31GQadwO1Fqb,192.168.1.17,52048,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/ultrasonic,286,3.0,,,,,,,,,,
1739478030.39367,C7WzbPdldhL1N1BHl,192.168.1.10,50058,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/weather/temp,23.10,5.0,,,,,,,,,,
1739478030.396275,C7WzbPdldhL1N1BHl,192.168.1.10,50058,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/weather/humidity,20.00,5.0,,,,,,,,,,
1739478030.398295,C7WzbPdldhL1N1BHl,192.168.1.10,50058,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/weather/bmp180/altitude,94.93,5.0,,,,,,,,,,
1739478030.548999,ChM7v03R71OGiw7R06,192.168.1.12,64991,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/soil,2.00,4.0,,,,,,,,,,
1739478030.585402,C5QR0j1IJuhbkII4E1,192.168.1.14,55866,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/gas/gas,115,3.0,,,,,,,,,,
1739478030.593558,C5QR0j1IJuhbkII4E1,192.168.1.14,55866,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/gas/alcohol,41,2.0,,,,,,,,,,
1739478030.679838,CKApaC2p2YfQHhbeQa,192.168.1.13,50720,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/steam,0,1.0,,,,,,,,,,
1739478030.799378,CCg7X03WK8rH7DbC7h,192.168.1.18,54169,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/light/light,887,3.0,,,,,,,,,,
1739478030.802822,CCg7X03WK8rH7DbC7h,192.168.1.18,54169,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/light/rgb,"245,334,334",11.0,,,,,,,,,,
1739478030.968671,CTuY5sOrPnp5tOTMk,192.168.1.19,60048,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/acceleration/xyz,"-0.73,-0.02,2.00",16.0,,,,,,,,,,
1739478030.972782,CTuY5sOrPnp5tOTMk,192.168.1.19,60048,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/acceleration/orientation,Portrait Up,11.0,,,,,,,,,,
1739478030.996125,C3rvkW18HL3jpdPUj4,192.168.1.15,56304,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/sound/big,24,2.0,,,,,,,,,,
1739478031.000741,C3rvkW18HL3jpdPUj4,192.168.1.15,56304,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/sound/small,126,3.0,,,,,,,,,,
1739478031.073238,CsXQcN1DcwJIaxupL9,192.168.1.11,49463,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/water,5,1.0,,,,,,,,,,
1739478031.374239,CN2Bhn31GQadwO1Fqb,192.168.1.17,52048,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/ultrasonic,284,3.0,,,,,,,,,,
1739478031.503405,C7WzbPdldhL1N1BHl,192.168.1.10,50058,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/weather/temp,23.10,5.0,,,,,,,,,,
1739478031.507361,C7WzbPdldhL1N1BHl,192.168.1.10,50058,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/weather/humidity,20.00,5.0,,,,,,,,,,
1739478031.562517,ChM7v03R71OGiw7R06,192.168.1.12,64991,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/soil,3.00,4.0,,,,,,,,,,
1739478031.589569,C5QR0j1IJuhbkII4E1,192.168.1.14,55866,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/gas/gas,118,3.0,,,,,,,,,,
1739478031.601675,C5QR0j1IJuhbkII4E1,192.168.1.14,55866,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/gas/alcohol,41,2.0,,,,,,,,,,
1739478031.679984,CKApaC2p2YfQHhbeQa,192.168.1.13,50720,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/steam,5,1.0,,,,,,,,,,
1739478031.836204,CCg7X03WK8rH7DbC7h,192.168.1.18,54169,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/light/light,889,3.0,,,,,,,,,,
1739478031.839614,CCg7X03WK8rH7DbC7h,192.168.1.18,54169,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/light/rgb,"246,335,336",11.0,,,,,,,,,,
1739478031.979715,CTuY5sOrPnp5tOTMk,192.168.1.19,60048,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/acceleration/xyz,"-0.74,-0.02,2.00",16.0,,,,,,,,,,
1739478031.984132,CTuY5sOrPnp5tOTMk,192.168.1.19,60048,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/acceleration/orientation,Portrait Up,11.0,,,,,,,,,,
1739478031.999616,C3rvkW18HL3jpdPUj4,192.168.1.15,56304,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/sound/big,16,2.0,,,,,,,,,,
1739478032.002249,C3rvkW18HL3jpdPUj4,192.168.1.15,56304,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/sound/small,127,3.0,,,,,,,,,,
1739478032.080862,CsXQcN1DcwJIaxupL9,192.168.1.11,49463,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/water,3,1.0,,,,,,,,,,
1739478032.396148,CN2Bhn31GQadwO1Fqb,192.168.1.17,52048,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/ultrasonic,284,3.0,,,,,,,,,,
1739478032.554746,ChM7v03R71OGiw7R06,192.168.1.12,64991,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/soil,2.00,4.0,,,,,,,,,,
1739478032.585481,C7WzbPdldhL1N1BHl,192.168.1.10,50058,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/weather/temp,23.10,5.0,,,,,,,,,,
1739478032.591461,C7WzbPdldhL1N1BHl,192.168.1.10,50058,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/weather/humidity,20.00,5.0,,,,,,,,,,
1739478032.593356,C7WzbPdldhL1N1BHl,192.168.1.10,50058,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/weather/bmp180/altitude,95.18,5.0,,,,,,,,,,
1739478032.594681,C5QR0j1IJuhbkII4E1,192.168.1.14,55866,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/gas/gas,118,3.0,,,,,,,,,,
1739478032.598609,C5QR0j1IJuhbkII4E1,192.168.1.14,55866,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/gas/alcohol,39,2.0,,,,,,,,,,
1739478032.682233,CKApaC2p2YfQHhbeQa,192.168.1.13,50720,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/steam,1,1.0,,,,,,,,,,
1739478032.87437,CCg7X03WK8rH7DbC7h,192.168.1.18,54169,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/light/light,886,3.0,,,,,,,,,,
1739478032.876476,CCg7X03WK8rH7DbC7h,192.168.1.18,54169,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/light/rgb,"245,334,334",11.0,,,,,,,,,,
1739478032.980285,CTuY5sOrPnp5tOTMk,192.168.1.19,60048,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/acceleration/xyz,"-0.74,-0.03,2.00",16.0,,,,,,,,,,
1739478032.9823,CTuY5sOrPnp5tOTMk,192.168.1.19,60048,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/acceleration/orientation,Portrait Up,11.0,,,,,,,,,,
1739478033.006902,C3rvkW18HL3jpdPUj4,192.168.1.15,56304,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/sound/big,45,2.0,,,,,,,,,,
1739478033.00893,C3rvkW18HL3jpdPUj4,192.168.1.15,56304,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/sound/small,129,3.0,,,,,,,,,,
1739478033.079891,CsXQcN1DcwJIaxupL9,192.168.1.11,49463,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/water,3,1.0,,,,,,,,,,
1739478033.418981,CN2Bhn31GQadwO1Fqb,192.168.1.17,52048,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/ultrasonic,286,3.0,,,,,,,,,,
1739478033.557985,ChM7v03R71OGiw7R06,192.168.1.12,64991,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/soil,2.00,4.0,,,,,,,,,,
1739478033.600955,C5QR0j1IJuhbkII4E1,192.168.1.14,55866,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/gas/gas,119,3.0,,,,,,,,,,
1739478033.603862,C5QR0j1IJuhbkII4E1,192.168.1.14,55866,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/gas/alcohol,39,2.0,,,,,,,,,,
1739478033.68701,CKApaC2p2YfQHhbeQa,192.168.1.13,50720,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/steam,11,2.0,,,,,,,,,,
1739478033.694182,C7WzbPdldhL1N1BHl,192.168.1.10,50058,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/weather/temp,23.10,5.0,,,,,,,,,,
1739478033.696457,C7WzbPdldhL1N1BHl,192.168.1.10,50058,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/weather/humidity,20.00,5.0,,,,,,,,,,
1739478033.698401,C7WzbPdldhL1N1BHl,192.168.1.10,50058,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/weather/bmp180/pressure,100191.00,9.0,,,,,,,,,,
1739478033.70043,C7WzbPdldhL1N1BHl,192.168.1.10,50058,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/weather/lineartemp,36,2.0,,,,,,,,,,
1739478033.939322,CCg7X03WK8rH7DbC7h,192.168.1.18,54169,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/light/light,888,3.0,,,,,,,,,,
1739478033.941761,CCg7X03WK8rH7DbC7h,192.168.1.18,54169,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/light/rgb,"246,334,335",11.0,,,,,,,,,,
1739478033.987401,CTuY5sOrPnp5tOTMk,192.168.1.19,60048,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/acceleration/xyz,"-0.74,-0.02,2.00",16.0,,,,,,,,,,
1739478034.010458,C3rvkW18HL3jpdPUj4,192.168.1.15,56304,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/sound/big,58,2.0,,,,,,,,,,
1739478034.010458,CTuY5sOrPnp5tOTMk,192.168.1.19,60048,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/acceleration/orientation,Portrait Up,11.0,,,,,,,,,,
1739478034.013622,C3rvkW18HL3jpdPUj4,192.168.1.15,56304,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/sound/small,127,3.0,,,,,,,,,,
1739478034.08344,CsXQcN1DcwJIaxupL9,192.168.1.11,49463,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/water,3,1.0,,,,,,,,,,
1739478034.202676,CK9SKu4U436PJjIIp,192.168.1.20,64829,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/proximity/level,1023,4.0,,,,,,,,,,
1739478034.20661,CK9SKu4U436PJjIIp,192.168.1.20,64829,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/proximity/ambient,7.01,4.0,,,,,,,,,,
1739478034.24089,C1NlSpqIacwYfr6rl,192.168.1.16,60659,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/vibration,0,1.0,,,,,,,,,,
1739478034.438596,CN2Bhn31GQadwO1Fqb,192.168.1.17,52048,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/ultrasonic,284,3.0,,,,,,,,,,
1739478034.592886,ChM7v03R71OGiw7R06,192.168.1.12,64991,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/soil,3.00,4.0,,,,,,,,,,
1739478034.60764,C5QR0j1IJuhbkII4E1,192.168.1.14,55866,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/gas/gas,120,3.0,,,,,,,,,,
1739478034.612,C5QR0j1IJuhbkII4E1,192.168.1.14,55866,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/gas/alcohol,40,2.0,,,,,,,,,,
1739478034.692531,CKApaC2p2YfQHhbeQa,192.168.1.13,50720,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/steam,0,1.0,,,,,,,,,,
1739478034.778982,C7WzbPdldhL1N1BHl,192.168.1.10,50058,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/weather/temp,23.10,5.0,,,,,,,,,,
1739478034.784083,C7WzbPdldhL1N1BHl,192.168.1.10,50058,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/weather/humidity,20.00,5.0,,,,,,,,,,
1739478034.786095,C7WzbPdldhL1N1BHl,192.168.1.10,50058,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/weather/bmp180/pressure,100187.00,9.0,,,,,,,,,,
1739478034.950382,CCg7X03WK8rH7DbC7h,192.168.1.18,54169,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/light/light,889,3.0,,,,,,,,,,
1739478034.953556,CCg7X03WK8rH7DbC7h,192.168.1.18,54169,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/light/rgb,"246,334,335",11.0,,,,,,,,,,
1739478034.990042,CTuY5sOrPnp5tOTMk,192.168.1.19,60048,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/acceleration/xyz,"-0.73,-0.02,2.00",16.0,,,,,,,,,,
1739478034.997376,CTuY5sOrPnp5tOTMk,192.168.1.19,60048,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/acceleration/orientation,Portrait Up,11.0,,,,,,,,,,
1739478035.016878,C3rvkW18HL3jpdPUj4,192.168.1.15,56304,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/sound/big,31,2.0,,,,,,,,,,
1739478035.019347,C3rvkW18HL3jpdPUj4,192.168.1.15,56304,192.168.1.193,1883,,,,,,,,,,,,,,,,attack_bruteforce_dictionary-ssh_edge1,attack_bruteforce_dictionary-ssh_edge1,mqtt_publish,,,,,,,,,,,,,True,True,at most once,ok,iiot/sound/small,126,3.0,,,,,,,,,,
